#,Date-Time (PDT),Temp   (°C),Button Down,Button Up,Host Connected,End of File
166,06/14/2024 07:00:00,13.071,,,,
167,06/14/2024 07:15:00,13.039,,,,
168,06/14/2024 07:30:00,13.125,,,,
169,06/14/2024 07:45:00,13.039,,,,
170,06/14/2024 08:00:00,13.146,,,,
171,06/14/2024 08:15:00,13.017,,,,
172,06/14/2024 08:30:00,13.060,,,,
173,06/14/2024 08:45:00,13.028,,,,
174,06/14/2024 09:00:00,13.232,,,,
175,06/14/2024 09:15:00,13.189,,,,
176,06/14/2024 09:30:00,13.725,,,,
177,06/14/2024 09:45:00,13.843,,,,
178,06/14/2024 10:00:00,13.876,,,,
179,06/14/2024 10:15:00,13.682,,,,
180,06/14/2024 10:30:00,13.640,,,,
181,06/14/2024 10:45:00,11.366,,,,
182,06/14/2024 11:00:00,12.074,,,,
183,06/14/2024 11:15:00,12.513,,,,
184,06/14/2024 11:30:00,13.489,,,,
185,06/14/2024 11:45:00,13.865,,,,
186,06/14/2024 12:00:00,13.747,,,,
187,06/14/2024 12:15:00,13.693,,,,
188,06/14/2024 12:30:00,14.069,,,,
189,06/14/2024 12:45:00,13.747,,,,
190,06/14/2024 13:00:00,13.961,,,,
191,06/14/2024 13:15:00,14.154,,,,
192,06/14/2024 13:30:00,13.908,,,,
193,06/14/2024 13:45:00,14.219,,,,
194,06/14/2024 14:00:00,13.811,,,,
195,06/14/2024 14:15:00,13.833,,,,
196,06/14/2024 14:30:00,14.208,,,,
197,06/14/2024 14:45:00,13.951,,,,
198,06/14/2024 15:00:00,13.983,,,,
199,06/14/2024 15:15:00,14.004,,,,
200,06/14/2024 15:30:00,14.069,,,,
201,06/14/2024 15:45:00,14.208,,,,
202,06/14/2024 16:00:00,14.122,,,,
203,06/14/2024 16:15:00,14.079,,,,
204,06/14/2024 16:30:00,14.154,,,,
205,06/14/2024 16:45:00,14.508,,,,
206,06/14/2024 17:00:00,14.905,,,,
207,06/14/2024 17:15:00,14.851,,,,
208,06/14/2024 17:30:00,14.873,,,,
209,06/14/2024 17:45:00,14.851,,,,
210,06/14/2024 18:00:00,14.776,,,,
211,06/14/2024 18:15:00,14.680,,,,
212,06/14/2024 18:30:00,14.594,,,,
213,06/14/2024 18:45:00,14.562,,,,
214,06/14/2024 19:00:00,14.508,,,,
215,06/14/2024 19:15:00,14.498,,,,
216,06/14/2024 19:30:00,14.433,,,,
217,06/14/2024 19:45:00,14.390,,,,
218,06/14/2024 20:00:00,14.347,,,,
219,06/14/2024 20:15:00,14.315,,,,
220,06/14/2024 20:30:00,14.240,,,,
221,06/14/2024 20:45:00,14.197,,,,
222,06/14/2024 21:00:00,14.122,,,,
223,06/14/2024 21:15:00,14.122,,,,
224,06/14/2024 21:30:00,14.101,,,,
225,06/14/2024 21:45:00,14.069,,,,
226,06/14/2024 22:00:00,14.036,,,,
227,06/14/2024 22:15:00,14.015,,,,
228,06/14/2024 22:30:00,13.961,,,,
229,06/14/2024 22:45:00,13.897,,,,
230,06/14/2024 23:00:00,13.908,,,,
231,06/14/2024 23:15:00,13.843,,,,
232,06/14/2024 23:30:00,13.843,,,,
233,06/14/2024 23:45:00,13.811,,,,
234,06/15/2024 00:00:00,13.800,,,,
235,06/15/2024 00:15:00,13.800,,,,
236,06/15/2024 00:30:00,13.779,,,,
237,06/15/2024 00:45:00,13.768,,,,
238,06/15/2024 01:00:00,13.747,,,,
239,06/15/2024 01:15:00,13.747,,,,
240,06/15/2024 01:30:00,13.725,,,,
241,06/15/2024 01:45:00,13.704,,,,
242,06/15/2024 02:00:00,13.672,,,,
243,06/15/2024 02:15:00,13.640,,,,
244,06/15/2024 02:30:00,13.640,,,,
245,06/15/2024 02:45:00,13.629,,,,
246,06/15/2024 03:00:00,13.618,,,,
247,06/15/2024 03:15:00,13.607,,,,
248,06/15/2024 03:30:00,13.597,,,,
249,06/15/2024 03:45:00,13.564,,,,
250,06/15/2024 04:00:00,13.532,,,,
251,06/15/2024 04:15:00,13.511,,,,
252,06/15/2024 04:30:00,13.522,,,,
253,06/15/2024 04:45:00,13.489,,,,
254,06/15/2024 05:00:00,13.489,,,,
255,06/15/2024 05:15:00,13.468,,,,
256,06/15/2024 05:30:00,13.446,,,,
257,06/15/2024 05:45:00,13.436,,,,
258,06/15/2024 06:00:00,13.436,,,,
259,06/15/2024 06:15:00,13.436,,,,
260,06/15/2024 06:30:00,13.425,,,,
261,06/15/2024 06:45:00,13.436,,,,
262,06/15/2024 07:00:00,13.404,,,,
263,06/15/2024 07:15:00,13.393,,,,
264,06/15/2024 07:30:00,13.350,,,,
265,06/15/2024 07:45:00,13.221,,,,
266,06/15/2024 08:00:00,13.307,,,,
267,06/15/2024 08:15:00,13.329,,,,
268,06/15/2024 08:30:00,13.318,,,,
269,06/15/2024 08:45:00,13.318,,,,
270,06/15/2024 09:00:00,13.414,,,,
271,06/15/2024 09:15:00,13.489,,,,
272,06/15/2024 09:30:00,13.393,,,,
273,06/15/2024 09:45:00,13.629,,,,
274,06/15/2024 10:00:00,13.511,,,,
275,06/15/2024 10:15:00,13.543,,,,
276,06/15/2024 10:30:00,13.672,,,,
277,06/15/2024 10:45:00,13.178,,,,
278,06/15/2024 11:00:00,13.318,,,,
279,06/15/2024 11:15:00,13.715,,,,
280,06/15/2024 11:30:00,13.296,,,,
281,06/15/2024 11:45:00,13.457,,,,
282,06/15/2024 12:00:00,13.522,,,,
283,06/15/2024 12:15:00,13.361,,,,
284,06/15/2024 12:30:00,13.618,,,,
285,06/15/2024 12:45:00,13.468,,,,
286,06/15/2024 13:00:00,13.436,,,,
287,06/15/2024 13:15:00,13.693,,,,
288,06/15/2024 13:30:00,13.693,,,,
289,06/15/2024 13:45:00,13.607,,,,
290,06/15/2024 14:00:00,13.779,,,,
291,06/15/2024 14:15:00,13.468,,,,
292,06/15/2024 14:30:00,13.543,,,,
293,06/15/2024 14:45:00,13.371,,,,
294,06/15/2024 15:00:00,13.382,,,,
295,06/15/2024 15:15:00,13.404,,,,
296,06/15/2024 15:30:00,13.264,,,,
297,06/15/2024 15:45:00,13.243,,,,
298,06/15/2024 16:00:00,13.382,,,,
299,06/15/2024 16:15:00,13.404,,,,
300,06/15/2024 16:30:00,13.382,,,,
301,06/15/2024 16:45:00,13.554,,,,
302,06/15/2024 17:00:00,13.811,,,,
303,06/15/2024 17:15:00,13.843,,,,
304,06/15/2024 17:30:00,13.833,,,,
305,06/15/2024 17:45:00,13.811,,,,
306,06/15/2024 18:00:00,13.897,,,,
307,06/15/2024 18:15:00,13.940,,,,
308,06/15/2024 18:30:00,13.897,,,,
309,06/15/2024 18:45:00,13.779,,,,
310,06/15/2024 19:00:00,13.800,,,,
311,06/15/2024 19:15:00,13.833,,,,
312,06/15/2024 19:30:00,13.833,,,,
313,06/15/2024 19:45:00,13.758,,,,
314,06/15/2024 20:00:00,13.747,,,,
315,06/15/2024 20:15:00,13.736,,,,
316,06/15/2024 20:30:00,13.682,,,,
317,06/15/2024 20:45:00,13.693,,,,
318,06/15/2024 21:00:00,13.693,,,,
319,06/15/2024 21:15:00,13.693,,,,
320,06/15/2024 21:30:00,13.650,,,,
321,06/15/2024 21:45:00,13.640,,,,
322,06/15/2024 22:00:00,13.607,,,,
323,06/15/2024 22:15:00,13.586,,,,
324,06/15/2024 22:30:00,13.522,,,,
325,06/15/2024 22:45:00,13.489,,,,
326,06/15/2024 23:00:00,13.489,,,,
327,06/15/2024 23:15:00,13.479,,,,
328,06/15/2024 23:30:00,13.436,,,,
329,06/15/2024 23:45:00,13.393,,,,
330,06/16/2024 00:00:00,13.318,,,,
331,06/16/2024 00:15:00,13.286,,,,
332,06/16/2024 00:30:00,13.221,,,,
333,06/16/2024 00:45:00,13.189,,,,
334,06/16/2024 01:00:00,13.039,,,,
335,06/16/2024 01:15:00,12.975,,,,
336,06/16/2024 01:30:00,12.942,,,,
337,06/16/2024 01:45:00,12.985,,,,
338,06/16/2024 02:00:00,12.889,,,,
339,06/16/2024 02:15:00,12.921,,,,
340,06/16/2024 02:30:00,12.835,,,,
341,06/16/2024 02:45:00,12.835,,,,
342,06/16/2024 03:00:00,12.824,,,,
343,06/16/2024 03:15:00,12.803,,,,
344,06/16/2024 03:30:00,12.803,,,,
345,06/16/2024 03:45:00,12.749,,,,
346,06/16/2024 04:00:00,12.749,,,,
347,06/16/2024 04:15:00,12.728,,,,
348,06/16/2024 04:30:00,12.717,,,,
349,06/16/2024 04:45:00,12.696,,,,
350,06/16/2024 05:00:00,12.717,,,,
351,06/16/2024 05:15:00,12.728,,,,
352,06/16/2024 05:30:00,12.717,,,,
353,06/16/2024 05:45:00,12.717,,,,
354,06/16/2024 06:00:00,12.717,,,,
355,06/16/2024 06:15:00,12.717,,,,
356,06/16/2024 06:30:00,12.717,,,,
357,06/16/2024 06:45:00,12.599,,,,
358,06/16/2024 07:00:00,12.631,,,,
359,06/16/2024 07:15:00,12.642,,,,
360,06/16/2024 07:30:00,12.674,,,,
361,06/16/2024 07:45:00,12.728,,,,
362,06/16/2024 08:00:00,12.760,,,,
363,06/16/2024 08:15:00,12.857,,,,
364,06/16/2024 08:30:00,12.835,,,,
365,06/16/2024 08:45:00,12.985,,,,
366,06/16/2024 09:00:00,13.060,,,,
367,06/16/2024 09:15:00,13.350,,,,
368,06/16/2024 09:30:00,13.060,,,,
369,06/16/2024 09:45:00,14.487,,,,
370,06/16/2024 10:00:00,13.983,,,,
371,06/16/2024 10:15:00,13.200,,,,
372,06/16/2024 10:30:00,13.618,,,,
373,06/16/2024 10:45:00,13.543,,,,
374,06/16/2024 11:00:00,13.747,,,,
375,06/16/2024 11:15:00,13.972,,,,
376,06/16/2024 11:30:00,14.219,,,,
377,06/16/2024 11:45:00,14.004,,,,
378,06/16/2024 12:00:00,14.219,,,,
379,06/16/2024 12:15:00,14.015,,,,
380,06/16/2024 12:30:00,13.876,,,,
381,06/16/2024 12:45:00,13.833,,,,
382,06/16/2024 13:00:00,13.779,,,,
383,06/16/2024 13:15:00,13.833,,,,
384,06/16/2024 13:30:00,13.983,,,,
385,06/16/2024 13:45:00,13.843,,,,
386,06/16/2024 14:00:00,13.993,,,,
387,06/16/2024 14:15:00,14.219,,,,
388,06/16/2024 14:30:00,13.822,,,,
389,06/16/2024 14:45:00,13.972,,,,
390,06/16/2024 15:00:00,13.747,,,,
391,06/16/2024 15:15:00,11.462,,,,
392,06/16/2024 15:30:00,13.929,,,,
393,06/16/2024 15:45:00,14.240,,,,
394,06/16/2024 16:00:00,14.315,,,,
395,06/16/2024 16:15:00,14.390,,,,
396,06/16/2024 16:30:00,14.390,,,,
397,06/16/2024 16:45:00,14.390,,,,
398,06/16/2024 17:00:00,14.380,,,,
399,06/16/2024 17:15:00,14.347,,,,
400,06/16/2024 17:30:00,14.347,,,,
401,06/16/2024 17:45:00,14.251,,,,
402,06/16/2024 18:00:00,14.208,,,,
403,06/16/2024 18:15:00,14.219,,,,
404,06/16/2024 18:30:00,14.176,,,,
405,06/16/2024 18:45:00,14.154,,,,
406,06/16/2024 19:00:00,14.133,,,,
407,06/16/2024 19:15:00,14.154,,,,
408,06/16/2024 19:30:00,14.133,,,,
409,06/16/2024 19:45:00,14.133,,,,
410,06/16/2024 20:00:00,14.122,,,,
411,06/16/2024 20:15:00,14.122,,,,
412,06/16/2024 20:30:00,14.069,,,,
413,06/16/2024 20:45:00,14.004,,,,
414,06/16/2024 21:00:00,13.961,,,,
415,06/16/2024 21:15:00,13.961,,,,
416,06/16/2024 21:30:00,13.961,,,,
417,06/16/2024 21:45:00,13.951,,,,
418,06/16/2024 22:00:00,13.929,,,,
419,06/16/2024 22:15:00,13.908,,,,
420,06/16/2024 22:30:00,13.865,,,,
421,06/16/2024 22:45:00,13.833,,,,
422,06/16/2024 23:00:00,13.811,,,,
423,06/16/2024 23:15:00,13.811,,,,
424,06/16/2024 23:30:00,13.779,,,,
425,06/16/2024 23:45:00,13.758,,,,
426,06/17/2024 00:00:00,13.725,,,,
427,06/17/2024 00:15:00,13.693,,,,
428,06/17/2024 00:30:00,13.672,,,,
429,06/17/2024 00:45:00,13.586,,,,
430,06/17/2024 01:00:00,13.564,,,,
431,06/17/2024 01:15:00,13.554,,,,
432,06/17/2024 01:30:00,13.446,,,,
433,06/17/2024 01:45:00,13.404,,,,
434,06/17/2024 02:00:00,13.361,,,,
435,06/17/2024 02:15:00,13.371,,,,
436,06/17/2024 02:30:00,13.318,,,,
437,06/17/2024 02:45:00,13.329,,,,
438,06/17/2024 03:00:00,13.296,,,,
439,06/17/2024 03:15:00,13.286,,,,
440,06/17/2024 03:30:00,13.286,,,,
441,06/17/2024 03:45:00,13.264,,,,
442,06/17/2024 04:00:00,13.264,,,,
443,06/17/2024 04:15:00,13.232,,,,
444,06/17/2024 04:30:00,13.232,,,,
445,06/17/2024 04:45:00,13.221,,,,
446,06/17/2024 05:00:00,13.200,,,,
447,06/17/2024 05:15:00,13.189,,,,
448,06/17/2024 05:30:00,13.178,,,,
449,06/17/2024 05:45:00,13.178,,,,
450,06/17/2024 06:00:00,13.189,,,,
451,06/17/2024 06:15:00,13.189,,,,
452,06/17/2024 06:30:00,13.211,,,,
453,06/17/2024 06:45:00,13.211,,,,
454,06/17/2024 07:00:00,13.200,,,,
455,06/17/2024 07:15:00,13.146,,,,
456,06/17/2024 07:30:00,13.178,,,,
457,06/17/2024 07:45:00,13.211,,,,
458,06/17/2024 08:00:00,13.232,,,,
459,06/17/2024 08:15:00,13.211,,,,
460,06/17/2024 08:30:00,13.253,,,,
461,06/17/2024 08:45:00,13.446,,,,
462,06/17/2024 09:00:00,13.768,,,,
463,06/17/2024 09:15:00,13.993,,,,
464,06/17/2024 09:30:00,13.951,,,,
465,06/17/2024 09:45:00,14.229,,,,
466,06/17/2024 10:00:00,15.066,,,,
467,06/17/2024 10:15:00,13.436,,,,
468,06/17/2024 10:30:00,13.146,,,,
469,06/17/2024 10:45:00,13.318,,,,
470,06/17/2024 11:00:00,13.050,,,,
471,06/17/2024 11:15:00,13.125,,,,
472,06/17/2024 11:30:00,13.350,,,,
473,06/17/2024 11:45:00,12.996,,,,
474,06/17/2024 12:00:00,13.168,,,,
475,06/17/2024 12:15:00,13.200,,,,
476,06/17/2024 12:30:00,13.039,,,,
477,06/17/2024 12:45:00,13.211,,,,
478,06/17/2024 13:00:00,13.060,,,,
479,06/17/2024 13:15:00,12.953,,,,
480,06/17/2024 13:30:00,13.318,,,,
481,06/17/2024 13:45:00,12.996,,,,
482,06/17/2024 14:00:00,13.017,,,,
483,06/17/2024 14:15:00,13.221,,,,
484,06/17/2024 14:30:00,12.975,,,,
485,06/17/2024 14:45:00,12.921,,,,
486,06/17/2024 15:00:00,12.921,,,,
487,06/17/2024 15:15:00,12.942,,,,
488,06/17/2024 15:30:00,13.060,,,,
489,06/17/2024 15:45:00,13.564,,,,
490,06/17/2024 16:00:00,13.597,,,,
491,06/17/2024 16:15:00,13.597,,,,
492,06/17/2024 16:30:00,13.554,,,,
493,06/17/2024 16:45:00,13.468,,,,
494,06/17/2024 17:00:00,13.489,,,,
495,06/17/2024 17:15:00,13.489,,,,
496,06/17/2024 17:30:00,13.393,,,,
497,06/17/2024 17:45:00,13.339,,,,
498,06/17/2024 18:00:00,13.307,,,,
499,06/17/2024 18:15:00,13.296,,,,
500,06/17/2024 18:30:00,13.264,,,,
501,06/17/2024 18:45:00,13.264,,,,
502,06/17/2024 19:00:00,13.221,,,,
503,06/17/2024 19:15:00,13.232,,,,
504,06/17/2024 19:30:00,13.211,,,,
505,06/17/2024 19:45:00,13.189,,,,
506,06/17/2024 20:00:00,13.178,,,,
507,06/17/2024 20:15:00,13.157,,,,
508,06/17/2024 20:30:00,13.103,,,,
509,06/17/2024 20:45:00,13.103,,,,
510,06/17/2024 21:00:00,13.093,,,,
511,06/17/2024 21:15:00,13.071,,,,
512,06/17/2024 21:30:00,13.060,,,,
513,06/17/2024 21:45:00,13.039,,,,
514,06/17/2024 22:00:00,13.028,,,,
515,06/17/2024 22:15:00,12.996,,,,
516,06/17/2024 22:30:00,12.953,,,,
517,06/17/2024 22:45:00,12.921,,,,
518,06/17/2024 23:00:00,12.889,,,,
519,06/17/2024 23:15:00,12.857,,,,
520,06/17/2024 23:30:00,12.846,,,,
521,06/17/2024 23:45:00,12.653,,,,
522,06/18/2024 00:00:00,12.728,,,,
523,06/18/2024 00:15:00,12.631,,,,
524,06/18/2024 00:30:00,12.706,,,,
525,06/18/2024 00:45:00,12.610,,,,
526,06/18/2024 01:00:00,12.706,,,,
527,06/18/2024 01:15:00,12.685,,,,
528,06/18/2024 01:30:00,12.674,,,,
529,06/18/2024 01:45:00,12.567,,,,
530,06/18/2024 02:00:00,12.642,,,,
531,06/18/2024 02:15:00,12.567,,,,
532,06/18/2024 02:30:00,12.599,,,,
533,06/18/2024 02:45:00,12.513,,,,
534,06/18/2024 03:00:00,12.524,,,,
535,06/18/2024 03:15:00,12.599,,,,
536,06/18/2024 03:30:00,12.492,,,,
537,06/18/2024 03:45:00,12.588,,,,
538,06/18/2024 04:00:00,12.481,,,,
539,06/18/2024 04:15:00,12.546,,,,
540,06/18/2024 04:30:00,12.492,,,,
541,06/18/2024 04:45:00,12.481,,,,
542,06/18/2024 05:00:00,12.535,,,,
543,06/18/2024 05:15:00,12.460,,,,
544,06/18/2024 05:30:00,12.492,,,,
545,06/18/2024 05:45:00,12.438,,,,
546,06/18/2024 06:00:00,12.492,,,,
547,06/18/2024 06:15:00,12.449,,,,
548,06/18/2024 06:30:00,12.449,,,,
549,06/18/2024 06:45:00,12.471,,,,
550,06/18/2024 07:00:00,12.460,,,,
551,06/18/2024 07:15:00,12.524,,,,
552,06/18/2024 07:30:00,12.460,,,,
553,06/18/2024 07:45:00,12.492,,,,
554,06/18/2024 08:00:00,12.471,,,,
555,06/18/2024 08:15:00,12.556,,,,
556,06/18/2024 08:30:00,12.524,,,,
557,06/18/2024 08:45:00,12.535,,,,
558,06/18/2024 09:00:00,12.696,,,,
559,06/18/2024 09:15:00,12.803,,,,
560,06/18/2024 09:30:00,12.878,,,,
561,06/18/2024 09:45:00,13.103,,,,
562,06/18/2024 10:00:00,12.803,,,,
563,06/18/2024 10:15:00,13.189,,,,
564,06/18/2024 10:30:00,12.867,,,,
565,06/18/2024 10:45:00,12.846,,,,
566,06/18/2024 11:00:00,13.060,,,,
567,06/18/2024 11:15:00,11.259,,,,
568,06/18/2024 11:30:00,12.717,,,,
569,06/18/2024 11:45:00,13.178,,,,
570,06/18/2024 12:00:00,12.782,,,,
571,06/18/2024 12:15:00,12.942,,,,
572,06/18/2024 12:30:00,13.082,,,,
573,06/18/2024 12:45:00,12.889,,,,
574,06/18/2024 13:00:00,13.028,,,,
575,06/18/2024 13:15:00,13.457,,,,
576,06/18/2024 13:30:00,13.114,,,,
577,06/18/2024 13:45:00,13.361,,,,
578,06/18/2024 14:00:00,13.457,,,,
579,06/18/2024 14:15:00,13.275,,,,
580,06/18/2024 14:30:00,14.240,,,,
581,06/18/2024 14:45:00,13.929,,,,
582,06/18/2024 15:00:00,14.026,,,,
583,06/18/2024 15:15:00,14.272,,,,
584,06/18/2024 15:30:00,14.036,,,,
585,06/18/2024 15:45:00,14.144,,,,
586,06/18/2024 16:00:00,14.176,,,,
587,06/18/2024 16:15:00,14.455,,,,
588,06/18/2024 16:30:00,14.669,,,,
589,06/18/2024 16:45:00,14.551,,,,
590,06/18/2024 17:00:00,14.530,,,,
591,06/18/2024 17:15:00,14.583,,,,
592,06/18/2024 17:30:00,14.562,,,,
593,06/18/2024 17:45:00,14.540,,,,
594,06/18/2024 18:00:00,14.530,,,,
595,06/18/2024 18:15:00,14.519,,,,
596,06/18/2024 18:30:00,14.498,,,,
597,06/18/2024 18:45:00,14.444,,,,
598,06/18/2024 19:00:00,14.390,,,,
599,06/18/2024 19:15:00,14.444,,,,
600,06/18/2024 19:30:00,14.594,,,,
601,06/18/2024 19:45:00,14.691,,,,
602,06/18/2024 20:00:00,14.616,,,,
603,06/18/2024 20:15:00,14.530,,,,
604,06/18/2024 20:30:00,14.465,,,,
605,06/18/2024 20:45:00,14.433,,,,
