"",".id","X..i..","date","probe.name","probe.type","probe.value","probe.name.1","probe.type.1","probe.value.1","probe.name.2","probe.type.2","probe.value.2","probe.name.3","probe.type.3","probe.value.3","probe.name.4","probe.type.4","probe.value.4","probe.name.5","probe.type.5","probe.value.5","probe.name.6","probe.type.6","probe.value.6","probe.name.7","probe.type.7","probe.value.7","probe.name.8","probe.type.8","probe.value.8","probe.name.9","probe.type.9","probe.value.9","probe.name.10","probe.type.10","probe.value.10","probe.name.11","probe.type.11","probe.value.11","probe.name.12","probe.type.12","probe.value.12","probe.name.13","probe.type.13","probe.value.13","probe.name.14","probe.type.14","probe.value.14","probe.name.15","probe.type.15","probe.value.15","probe.name.16","probe.type.16","probe.value.16","probe.name.17","probe.type.17","probe.value.17","probe.name.18","probe.type.18","probe.value.18","probe.name.19","probe.type.19","probe.value.19","probe.name.20","probe.type.20","probe.value.20","probe.name.21","probe.type.21","probe.value.21","probe.name.22","probe.type.22","probe.value.22"
"11","record",NA,"02/01/2024 01:10:00","Tmp","Temp","10.6","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","6","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","0","HUDLS-airW","pwr","0","BlankW","pwr","0","Volt_2","volts","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","record",NA,"02/01/2024 01:20:00","Tmp","Temp","10.6","pH","pH","8.25","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","5","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","1","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","record",NA,"02/01/2024 01:30:00","Tmp","Temp","10.6","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","5","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","0","Volt_2","volts","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","record",NA,"02/01/2024 01:40:00","Tmp","Temp","10.6","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","7","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","0","Volt_2","volts","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","record",NA,"02/01/2024 01:50:00","Tmp","Temp","10.6","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","4","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","record",NA,"02/01/2024 02:00:00","Tmp","Temp","10.6","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","6","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","0","Volt_2","volts","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","record",NA,"02/01/2024 02:10:00","Tmp","Temp","10.6","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","6","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","record",NA,"02/01/2024 02:20:00","Tmp","Temp","10.5","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","5","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","0","Volt_2","volts","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","record",NA,"02/01/2024 02:30:00","Tmp","Temp","10.5","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","6","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","1","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","0","Volt_2","volts","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","record",NA,"02/01/2024 02:40:00","Tmp","Temp","10.5","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","7","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","record",NA,"02/01/2024 02:50:00","Tmp","Temp","10.5","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","6","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","1","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","record",NA,"02/01/2024 03:00:00","Tmp","Temp","10.5","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","5","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","0","Volt_2","volts","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","record",NA,"02/01/2024 03:10:00","Tmp","Temp","10.5","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","5","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","0","HUDLS-airW","pwr","0","BlankW","pwr","0","Volt_2","volts","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","record",NA,"02/01/2024 03:20:00","Tmp","Temp","10.4","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","7","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","record",NA,"02/01/2024 03:30:00","Tmp","Temp","10.4","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","5","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","0","Volt_2","volts","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","record",NA,"02/01/2024 03:40:00","Tmp","Temp","10.4","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","4","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","record",NA,"02/01/2024 03:50:00","Tmp","Temp","10.4","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","6","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","record",NA,"02/01/2024 04:00:00","Tmp","Temp","10.4","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","5","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","record",NA,"02/01/2024 04:10:00","Tmp","Temp","10.4","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","6","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","1","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","record",NA,"02/01/2024 04:20:00","Tmp","Temp","10.4","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","5","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","record",NA,"02/01/2024 04:30:00","Tmp","Temp","10.4","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","6","Light2_2_2W","pwr","1","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","0","Volt_2","volts","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","record",NA,"02/01/2024 04:40:00","Tmp","Temp","10.4","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","7","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","1","Pump_2_6W","pwr","0","HUDLS-airW","pwr","0","BlankW","pwr","0","Volt_2","volts","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","record",NA,"02/01/2024 04:50:00","Tmp","Temp","10.3","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","5","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","0","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","record",NA,"02/01/2024 05:00:00","Tmp","Temp","10.3","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","7","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","0","Volt_2","volts","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","record",NA,"02/01/2024 05:10:00","Tmp","Temp","10.3","pH","pH","8.25","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","6","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","0","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","record",NA,"02/01/2024 05:20:00","Tmp","Temp","10.3","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","6","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","1","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","record",NA,"02/01/2024 05:30:00","Tmp","Temp","10.3","pH","pH","8.25","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","4","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","record",NA,"02/01/2024 05:40:00","Tmp","Temp","10.3","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","6","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","1","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","0","Volt_2","volts","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","record",NA,"02/01/2024 05:50:00","Tmp","Temp","10.3","pH","pH","8.24","Header-tempA","Amps","0.0","Light2_2_2A","Amps","0.0","RetPump_2_3A","Amps","0.0","Algae-airA","Amps","0.0","Skimmer_2_5A","Amps","0.0","Pump_2_6A","Amps","0.0","HUDLS-airA","Amps","0.0","BlankA","Amps","0.0","Header-tempW","pwr","6","Light2_2_2W","pwr","0","RetPump_2_3W","pwr","1","Algae-airW","pwr","0","Skimmer_2_5W","pwr","2","Pump_2_6W","pwr","1","HUDLS-airW","pwr","0","BlankW","pwr","1","Volt_2","volts","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
